"nome","nome-2","numero","digito","nome-3","id","nome-4"
"Caixa Econômica Federal","Agência número 63 do banco Caixa Econômica Federal",198413933,8,"Francisco Henriques",218,"Transferência"
"Banco Bradesco S.A.","Agência número 17 do banco Banco Bradesco S.A.",114157983,3,"Andreia Villas Bôas",219,"Transferência"
"Banco do Brasil S.A.","Agência número 45 do banco Banco do Brasil S.A.",222583938,1,"Hugo Godói",220,"Transferência"
"Caixa Econômica Federal","Agência número 96 do banco Caixa Econômica Federal",346098925,3,"Esmeralda Froes",221,"Transferência"
"Caixa Econômica Federal","Agência número 99 do banco Caixa Econômica Federal",272266794,3,"Angélico Santana",222,"Transferência"
"Caixa Econômica Federal","Agência número 18 do banco Caixa Econômica Federal",431014199,6,"Quitério Galvão",223,"Transferência"
"Banco Bradesco S.A.","Agência número 14 do banco Banco Bradesco S.A.",364578650,6,"Zoe Valentín",224,"Transferência"
"Banco Itaú S.A.","Agência número 13 do banco Banco Itaú S.A.",32823517,1,"Frederica Azevedo",225,"Transferência"
"Banco Itaú S.A.","Agência número 1 do banco Banco Itaú S.A.",251144344,3,"Zuleica Valentim",226,"Transferência"
"Banco Itaú S.A.","Agência número 25 do banco Banco Itaú S.A.",340618593,1,"Laurinda Ferraço",227,"Transferência"
"Caixa Econômica Federal","Agência número 96 do banco Caixa Econômica Federal",316578434,6,"Maíra Mourinho",228,"Transferência"
"Caixa Econômica Federal","Agência número 60 do banco Caixa Econômica Federal",269892240,7,"Vanda Moita",229,"Transferência"
"Caixa Econômica Federal","Agência número 67 do banco Caixa Econômica Federal",197457840,4,"Flor Castilhos",230,"Transferência"
"Caixa Econômica Federal","Agência número 42 do banco Caixa Econômica Federal",325666566,1,"Floripes Gouveia",231,"Transferência"
"Banco Santander (Brasil) S.A.","Agência número 9 do banco Banco Santander (Brasil) S.A.",233072312,0,"Quintilien Robalo",232,"Transferência"
"Citibank N.A.","Agência número 5 do banco Citibank N.A.",178152679,3,"Oscar   Fontoura",233,"Transferência"
"Banco Bradesco S.A.","Agência número 26 do banco Banco Bradesco S.A.",218769841,2,"Siquenique Teves",234,"Transferência"
"Banco Votorantim S.A.","Agência número 4 do banco Banco Votorantim S.A.",174214808,0,"Piedade Cordeiro",235,"Transferência"
"Banco do Brasil S.A.","Agência número 5 do banco Banco do Brasil S.A.",371047745,5,"Elba Simão",236,"Transferência"
"Banco Bradesco S.A.","Agência número 8 do banco Banco Bradesco S.A.",329523173,7,"Judá Villar",237,"Transferência"
"Banco do Brasil S.A.","Agência número 2 do banco Banco do Brasil S.A.",409112000,2,"Mariana Albuquerque",238,"Transferência"
"Citibank N.A.","Agência número 7 do banco Citibank N.A.",23691884,8,"Quintino Tavares",239,"Transferência"
"Banco do Brasil S.A.","Agência número 13 do banco Banco do Brasil S.A.",363352649,6,"Hipólito Velasco",240,"Transferência"
"Caixa Econômica Federal","Agência número 78 do banco Caixa Econômica Federal",37430685,3,"Luís Rivas",241,"Transferência"
"Caixa Econômica Federal","Agência número 40 do banco Caixa Econômica Federal",296326411,6,"Amália Soeiro",242,"Transferência"
"Banco do Brasil S.A.","Agência número 43 do banco Banco do Brasil S.A.",51824800,2,"Manuel Souto",243,"Transferência"
"Caixa Econômica Federal","Agência número 53 do banco Caixa Econômica Federal",359745287,4,"Ulrico Cysneiros",244,"Transferência"
"Caixa Econômica Federal","Agência número 27 do banco Caixa Econômica Federal",423757034,6,"Godinho ou Godim Felgueiras",245,"Transferência"
"Citibank N.A.","Agência número 13 do banco Citibank N.A.",213259093,0,"Flor Leite",246,"Transferência"
"Caixa Econômica Federal","Agência número 85 do banco Caixa Econômica Federal",216061885,6,"Ximeno Holanda",247,"Transferência"
"Caixa Econômica Federal","Agência número 83 do banco Caixa Econômica Federal",78037356,2,"Zacarias Varela",248,"Transferência"
"Caixa Econômica Federal","Agência número 63 do banco Caixa Econômica Federal",359816688,8,"Aline Braga",249,"Transferência"
"Banco Santander (Brasil) S.A.","Agência número 13 do banco Banco Santander (Brasil) S.A.",391415384,0,"Corina Uchoa",250,"Transferência"
"Caixa Econômica Federal","Agência número 66 do banco Caixa Econômica Federal",13854824,5,"Remo Avelar",251,"Transferência"
"Caixa Econômica Federal","Agência número 74 do banco Caixa Econômica Federal",377416799,7,"Noel Cipriano",252,"Transferência"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 22 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",76253486,6,"Denise Bogalho",253,"Transferência"
"Citibank N.A.","Agência número 13 do banco Citibank N.A.",263560669,1,"Brás Beserra",254,"Transferência"
"Banco Santander (Brasil) S.A.","Agência número 16 do banco Banco Santander (Brasil) S.A.",348964389,5,"Romão Collares",255,"Transferência"
"Caixa Econômica Federal","Agência número 23 do banco Caixa Econômica Federal",139584117,0,"Gonçalo Jesus",256,"Transferência"
"Caixa Econômica Federal","Agência número 18 do banco Caixa Econômica Federal",150555655,1,"Bernardete Pequeno",257,"Transferência"
"Banco do Brasil S.A.","Agência número 19 do banco Banco do Brasil S.A.",78358192,0,"Leonel Rúa",258,"Transferência"
"Caixa Econômica Federal","Agência número 74 do banco Caixa Econômica Federal",196779169,8,"Raquel Guzmán",259,"Transferência"
"Banco do Brasil S.A.","Agência número 32 do banco Banco do Brasil S.A.",109393292,2,"Floripes Vargas",260,"Transferência"
"Caixa Econômica Federal","Agência número 10 do banco Caixa Econômica Federal",343698402,2,"Susana Noguera",261,"Transferência"
"Banco Santander (Brasil) S.A.","Agência número 24 do banco Banco Santander (Brasil) S.A.",142177674,8,"Augusto Curado",262,"Transferência"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 19 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",366988259,2,"Leonor Garcia",263,"Transferência"
"Banco Santander (Brasil) S.A.","Agência número 29 do banco Banco Santander (Brasil) S.A.",105294373,2,"Abigail Belém",264,"Transferência"
"Caixa Econômica Federal","Agência número 54 do banco Caixa Econômica Federal",418125983,2,"Flamínia Valentín",265,"Transferência"
"Banco Itaú S.A.","Agência número 26 do banco Banco Itaú S.A.",327147720,5,"Carlos Cairu",266,"Transferência"
"Banco Bradesco S.A.","Agência número 5 do banco Banco Bradesco S.A.",333716289,1,"Alípio Canela",267,"Transferência"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 4 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",89746065,5,"Ofélia Cerveira",268,"Transferência"
"Banco do Brasil S.A.","Agência número 18 do banco Banco do Brasil S.A.",257406629,2,"Olívia Goes",269,"Transferência"
"Banco do Brasil S.A.","Agência número 50 do banco Banco do Brasil S.A.",267909423,3,"Ramiro Viégas",270,"Transferência"
"Caixa Econômica Federal","Agência número 88 do banco Caixa Econômica Federal",46291348,4,"Godofredo Noite",271,"Transferência"
"Caixa Econômica Federal","Agência número 8 do banco Caixa Econômica Federal",114263257,8,"Iberê Siqueira",272,"Transferência"
"Banco Votorantim S.A.","Agência número 3 do banco Banco Votorantim S.A.",310867983,7,"Quintiliano Vieyra",273,"Transferência"
"Banco do Brasil S.A.","Agência número 7 do banco Banco do Brasil S.A.",168215886,1,"Jaime Souto Maior",274,"Transferência"
"Citibank N.A.","Agência número 12 do banco Citibank N.A.",135889323,7,"Xênia   Damazio",275,"Transferência"
"Banco do Brasil S.A.","Agência número 2 do banco Banco do Brasil S.A.",400962468,2,"Alexandra Rebimbas",276,"Transferência"
"Caixa Econômica Federal","Agência número 83 do banco Caixa Econômica Federal",51673812,6,"Timóteo Doutel",277,"Transferência"
"Banco Santander (Brasil) S.A.","Agência número 5 do banco Banco Santander (Brasil) S.A.",328901157,0,"Ismael Uchoa",278,"Transferência"
"Caixa Econômica Federal","Agência número 38 do banco Caixa Econômica Federal",137080671,2,"Palmiro Neres",279,"Empréstimo"
"Banco Bradesco S.A.","Agência número 22 do banco Banco Bradesco S.A.",229671622,6,"Nazaré Quintanilha",280,"Empréstimo"
"Caixa Econômica Federal","Agência número 92 do banco Caixa Econômica Federal",221373266,8,"Adérito Pedrozo",281,"Empréstimo"
"Banco do Brasil S.A.","Agência número 49 do banco Banco do Brasil S.A.",364941217,4,"Leopoldina Varanda",282,"Empréstimo"
"Banco Bradesco S.A.","Agência número 24 do banco Banco Bradesco S.A.",304560641,2,"Diamantino Becerril",283,"Empréstimo"
"Banco Bradesco S.A.","Agência número 15 do banco Banco Bradesco S.A.",341282703,8,"Zuleica Larangeira",284,"Empréstimo"
"Banco do Brasil S.A.","Agência número 20 do banco Banco do Brasil S.A.",133151725,5,"Roberta Guerrero",285,"Empréstimo"
"Caixa Econômica Federal","Agência número 7 do banco Caixa Econômica Federal",103691016,8,"Gabriela Anjos",286,"Empréstimo"
"Caixa Econômica Federal","Agência número 98 do banco Caixa Econômica Federal",332447931,6,"Roseli Salomão",287,"Empréstimo"
"Caixa Econômica Federal","Agência número 61 do banco Caixa Econômica Federal",291023771,6,"Mileide Semedo",288,"Empréstimo"
"Caixa Econômica Federal","Agência número 21 do banco Caixa Econômica Federal",229048319,3,"Isidro Caminha",289,"Empréstimo"
"Caixa Econômica Federal","Agência número 32 do banco Caixa Econômica Federal",408421578,4,"Pascoal Teles",290,"Empréstimo"
"Banco do Brasil S.A.","Agência número 2 do banco Banco do Brasil S.A.",409112000,2,"Mariana Albuquerque",291,"Empréstimo"
"Banco Santander (Brasil) S.A.","Agência número 26 do banco Banco Santander (Brasil) S.A.",15325457,2,"Bernardete Frota",292,"Empréstimo"
"Caixa Econômica Federal","Agência número 49 do banco Caixa Econômica Federal",282599295,4,"Tália Guedelha",293,"Empréstimo"
"Citibank N.A.","Agência número 13 do banco Citibank N.A.",137736540,3,"Quintiliano Peláez",294,"Empréstimo"
"Banco do Brasil S.A.","Agência número 21 do banco Banco do Brasil S.A.",358751672,7,"Eurico Santos",295,"Empréstimo"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 8 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",12481557,1,"Luís Rivas",296,"Empréstimo"
"Caixa Econômica Federal","Agência número 44 do banco Caixa Econômica Federal",16293719,0,"Jandira Castaño",297,"Empréstimo"
"Banco Itaú S.A.","Agência número 31 do banco Banco Itaú S.A.",143117142,6,"Aniano Núñez",298,"Empréstimo"
"Banco do Brasil S.A.","Agência número 40 do banco Banco do Brasil S.A.",200322129,7,"Rosalinda Damazio",299,"Empréstimo"
"Banco do Brasil S.A.","Agência número 9 do banco Banco do Brasil S.A.",59256727,5,"Natacha Vásquez",300,"Empréstimo"
"Banco Votorantim S.A.","Agência número 4 do banco Banco Votorantim S.A.",311520744,1,"Alarico Tibiriçá",301,"Empréstimo"
"Caixa Econômica Federal","Agência número 92 do banco Caixa Econômica Federal",89644267,0,"Eduardo Rua",302,"Empréstimo"
"Banco Bradesco S.A.","Agência número 6 do banco Banco Bradesco S.A.",125418832,0,"Vicente Quintela",303,"Empréstimo"
"Caixa Econômica Federal","Agência número 79 do banco Caixa Econômica Federal",357292155,5,"Simone Nobre",304,"Empréstimo"
"Banco do Brasil S.A.","Agência número 32 do banco Banco do Brasil S.A.",109393292,2,"Floripes Vargas",305,"Empréstimo"
"Banco Bradesco S.A.","Agência número 20 do banco Banco Bradesco S.A.",108994701,7,"Cora Cavadas",306,"Empréstimo"
"Banco Santander (Brasil) S.A.","Agência número 21 do banco Banco Santander (Brasil) S.A.",409960,1,"Eudes Matos",307,"Empréstimo"
"Banco Bradesco S.A.","Agência número 19 do banco Banco Bradesco S.A.",294600697,0,"Bartolomeu Mendoza",308,"Empréstimo"
"Banco Bradesco S.A.","Agência número 8 do banco Banco Bradesco S.A.",119892528,3,"Glauco Queirós",309,"Empréstimo"
"Banco Itaú S.A.","Agência número 16 do banco Banco Itaú S.A.",347866165,6,"Inês Carvalhais",310,"Empréstimo"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 11 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",383975196,8,"Teresina Cervera",311,"Empréstimo"
"Caixa Econômica Federal","Agência número 40 do banco Caixa Econômica Federal",24048895,8,"Patrícia Meira",312,"Empréstimo"
"Caixa Econômica Federal","Agência número 74 do banco Caixa Econômica Federal",196779169,8,"Raquel Guzmán",313,"Empréstimo"
"Caixa Econômica Federal","Agência número 14 do banco Caixa Econômica Federal",205133509,6,"Nazaré Quintanilha",314,"Empréstimo"
"Banco do Brasil S.A.","Agência número 44 do banco Banco do Brasil S.A.",309470210,6,"Luzia Rivas",315,"Empréstimo"
"Caixa Econômica Federal","Agência número 82 do banco Caixa Econômica Federal",198969482,2,"Gaudêncio Tavares",316,"Empréstimo"
"Caixa Econômica Federal","Agência número 44 do banco Caixa Econômica Federal",162980999,7,"Geraldo Meneses",317,"Empréstimo"
"Banco Bradesco S.A.","Agência número 27 do banco Banco Bradesco S.A.",152607205,4,"Tobias Bacelar",318,"Empréstimo"
"Banco do Brasil S.A.","Agência número 42 do banco Banco do Brasil S.A.",385435512,4,"Guilherme Sacadura",319,"Empréstimo"
"Banco Bradesco S.A.","Agência número 7 do banco Banco Bradesco S.A.",82065030,7,"Inês Granjeiro",320,"Empréstimo"
"Caixa Econômica Federal","Agência número 73 do banco Caixa Econômica Federal",239350397,1,"Sebastião Guimaraes",321,"Empréstimo"
"Banco Itaú S.A.","Agência número 16 do banco Banco Itaú S.A.",335655953,1,"Fausto Losada",322,"Empréstimo"
"Banco Itaú S.A.","Agência número 35 do banco Banco Itaú S.A.",314354173,0,"Filipe Quinzeiro",323,"Empréstimo"
"Banco Santander (Brasil) S.A.","Agência número 8 do banco Banco Santander (Brasil) S.A.",123157329,3,"Artur Portella",324,"Empréstimo"
"Citibank N.A.","Agência número 8 do banco Citibank N.A.",71822855,0,"Eloi Casqueira",325,"Empréstimo"
"Banco Itaú S.A.","Agência número 16 do banco Banco Itaú S.A.",308257129,6,"Leonir Cyrne",326,"Empréstimo"
"Caixa Econômica Federal","Agência número 40 do banco Caixa Econômica Federal",19477901,5,"Jacir Félix",327,"Empréstimo"
"Banco Panamericano S.A.","Agência número 3 do banco Banco Panamericano S.A.",428795214,8,"Laís Belchiorinho",328,"Empréstimo"
"Banco Santander (Brasil) S.A.","Agência número 25 do banco Banco Santander (Brasil) S.A.",42648609,2,"Catarino Boaventura",329,"Empréstimo"
"Banco do Brasil S.A.","Agência número 46 do banco Banco do Brasil S.A.",255503693,6,"João Rebello",330,"Empréstimo"
"Caixa Econômica Federal","Agência número 40 do banco Caixa Econômica Federal",296326411,6,"Amália Soeiro",331,"Empréstimo"
"Caixa Econômica Federal","Agência número 30 do banco Caixa Econômica Federal",385276988,1,"Félix Thomé",332,"Empréstimo"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 5 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",330794984,6,"Raoni Thamily",333,"Empréstimo"
"Caixa Econômica Federal","Agência número 67 do banco Caixa Econômica Federal",197457840,4,"Flor Castilhos",334,"Empréstimo"
"Caixa Econômica Federal","Agência número 57 do banco Caixa Econômica Federal",331149281,0,"Marcos Lemes",335,"Empréstimo"
"Banco Itaú S.A.","Agência número 27 do banco Banco Itaú S.A.",332622562,7,"Frederica Freitas",336,"Empréstimo"
"Banco Bradesco S.A.","Agência número 5 do banco Banco Bradesco S.A.",986103,7,"Lavínia Higuera",337,"Empréstimo"
"Caixa Econômica Federal","Agência número 80 do banco Caixa Econômica Federal",181763720,5,"Paulina Quiroga",338,"Empréstimo"
"Caixa Econômica Federal","Agência número 59 do banco Caixa Econômica Federal",385733919,6,"Nicolau Barcellos",339,"Empréstimo"
"Caixa Econômica Federal","Agência número 64 do banco Caixa Econômica Federal",41274465,6,"Virgílio Igrejas",340,"Empréstimo"
"Banco do Brasil S.A.","Agência número 42 do banco Banco do Brasil S.A.",224479925,1,"Solano Castelão",341,"Empréstimo"
"Caixa Econômica Federal","Agência número 29 do banco Caixa Econômica Federal",6399999,8,"Florbela Ferraz",342,"Empréstimo"
"Banco Itaú S.A.","Agência número 22 do banco Banco Itaú S.A.",307438756,1,"Aires Falcão",343,"Empréstimo"
"Citibank N.A.","Agência número 2 do banco Citibank N.A.",314912566,5,"Verónica Guedes",344,"Empréstimo"
"Banco Itaú S.A.","Agência número 32 do banco Banco Itaú S.A.",161547674,0,"Rosaura Caldas",345,"Empréstimo"
"HSBC Bank Brasil S.A. - Banco Múltiplo","Agência número 16 do banco HSBC Bank Brasil S.A. - Banco Múltiplo",357659616,8,"Godinho ou Godim Felgueiras",346,"Empréstimo"
